Date,Year-Month,Title,Review
27/01/2024,01/01/2024,AVOID THIS COMPANY!!,AVOID THIS COMPANY!!Had the boiler cover with my24/7 for 4 years and always booked the annual service which always amazed me that they could fully service in the time they was here! Booked for this year's service and engineer arrived not having a clue how to use the tado system which is one of the popular WiFi heating controllers so didn't have much confidence right from the off.  Within 5 minutes of him there the boiler had mysteriously packed up and wasn't working at all. Even tho the boiler had been working perfectly fine all year and was working as he managed to get a emissions reading from it. He then said he couldn't do no more and left! Leaving me with no heating with a family with children isn't very good at all.  Couple of days after I get a call saying that they will send out a service engineer only after I've paid £75! I begrudgingly paid up and waited a day for him to turn up. He turned up not happy that he had to work on Sunday and couldn't wait to get to the pub! Told me boiler was beyond economical repair and left again with no heating in the coldest spell we've had this year!! To say my house and kids was freezing is a understatement! Finally 9 days after it stopped working on a so called service and me having to chase them all the time they finally say they can't do anything and cancel my contract with them!! Now stuck with a dead boiler that I've now got to sort out.   Over the year they have bombarded me with phone calls trying to get me to upgrade my ageing boiler with the same response that if its working fine im leaving alone.  This company will only want to take all your money and help out the least they can !!! I would highly recommend using other company's for your heating system as these are a complete waste of money
27/01/2024,01/01/2024,Engineer completed the job in a timely…,Engineer completed the job in a timely manner. Was also friendly. No complaints.
27/01/2024,01/01/2024,Great service,Great service as always
27/01/2024,01/01/2024,Had intermittent fault with boiler,"Had intermittent fault with boiler. Engineer attended within 24 hours, established the fault, obtained the necessary part locally and fitted. Worked cleanly and efficiently. Excellent service."
27/01/2024,01/01/2024,Problem solved quickly,Problem solved quickly
27/01/2024,01/01/2024,Horrible scammers,boiler cover MS633997. I had boiler repair of gas valve and they refused to give claim saving they can only claim breakdown. Part is worth 60. They are asking 290. Rip offs. I'm raising complaint with FOS. Don't take any policy. They even charge you for service 😒
27/01/2024,01/01/2024,Service by Wayne.,Wayne was brilliant. He attended our property on several occasions and nothing was too much. Explained everything he was doing and respected our home.
27/01/2024,01/01/2024,Good Service,Easy to book service appointment.  Engineer arrived when expected and knew what he was doing.
27/01/2024,01/01/2024,Worst experience ever,"I moved from British Gas to 24/7 and this has been the worst experience ever. My living room spot lights started to drip water really badly and on my own not knowing what to do I was terrified. It took me ages to get through only to be told that if I could not identify where the leak was myself, my insurance would not cover this. All of the summary info and start of the policy did not mention this. Tucked away on page 10 under ‘trades and access’ there it was, they won’t find the problem? What- are you serious. Would never ever insure with this company again"
27/01/2024,01/01/2024,Boiler Service,Engineer who serviced boiler was on time as per his call. Polite and friendly.
27/01/2024,01/01/2024,Happy Excellent service,Excellent service
27/01/2024,01/01/2024,I have had Brett before he was very…,I have had Brett before he was very knowledgeable did the job with no fuss he has a sense of humour that I like and 24/7 always very quick on response of job.
27/01/2024,01/01/2024,Very easy sign up,Very easy sign up
27/01/2024,01/01/2024,Great so far!,"So far the experience has been great. I got my boiler annual service without a problem. This week, my boiler had a strange pressure issue. I called and they managed to send out one of their heating engineers within a few hours to fix the problem. I am very happy that I just had to pay the flat fee and didn't have to worry about anything. I would highly recommend 247 Home Rescue."
27/01/2024,01/01/2024,prompt service as boiler is still new.,prompt service as boiler is still new.
27/01/2024,01/01/2024,I am extremely satisfied with the 24/7…,I am extremely satisfied with the 24/7 service provided by this company. Their professionalism and commitment to promptly attend to every call are truly impressive. I highly recommend them.
27/01/2024,01/01/2024,3 visits to fix simple problem seems…,3 visits to fix simple problem seems excessive. Causing me to be without heating or hot water. Also causing your company extra costs. Engineer Andrew who finally corrected problem was absolutely excellent. Polite professional proficient clean and tidy. Credit to your company
28/01/2024,01/01/2024,The engineer was on time,The engineer was on time. He was friendly and polite. Completed the job successfully.Thank you
29/01/2024,01/01/2024,Engineer from IDEAL boiler was quick,"Engineer from IDEAL boiler was quick, efficient & knowledgeable to sort out the issue"
29/01/2024,01/01/2024,Efficient and friendly,"The engineer was polite and explained what he was doing, was considerate he was in someone’s home.represented your company very well."
29/01/2024,01/01/2024,Cowboy service,"Cowboy service, been paying £14 a month for gas/electric cover for few years, called at 7.48am, received a reply at 5.09pm for an appointment the next day in the evening and further paid 95 excess fee.Could of used Google or check a trade for local people, would be cheaper and rectified a lot quicker.Feel totally conned using this scam organisation and threatened with a 30 penalty if I miss their unknown time appointment somehow we customers have to be obedient to their dictatorship."
